,drug,count
31195,"ixabepilone, 40 mg/m^2 + capecitabine, 1000 mg/m^2",1
31196,gel-beads embolic material,1
31197,bortezomilb,1
31198,ro5323441 + bevacizumab [avastin],1
31199,"autologous, lethally irradiated melanoma cells",1
31200,implementation aids,1
31201,fluorouracil/epirubicin/cyclophosphamide,1
31202,ec0652,1
31203,message delivered via virtual technology,1
31204,cilengitide (5-times weekly),1
31205,armodafinil 150 mg/day,1
31206,conventional open colectomy,1
31207,ginkgo biloba,1
31208,mesylate imatinib capsule,1
31209,colonoscopy with colic videocapsule,1
31210,zalypsis ( pm00104),1
31211,peritoneal mesometrial resection,1
31212,gsk biologicals hpv 16/18 vaccine 580299 (cervarixtm),1
31213,"cisplatin, irinotecan, capecitabine",1
31214,everolimus + letrozole,1
31215,"flp,dose escalation,mtd",1
31216,"revlimid, doxil, avastin",1
31217,pcia analgesia,1
31218,adi peg,1
31219,melanoma antigen recognized by t-cells (mart)-1: 26-35(27l),1
31220,pulmicort,1
31221,tlc 388,1
31222,placebo - everolimus,1
31223,early supplemental parenteral nutrition,1
31224,icotinib combined dihydroaremisinin,1
31225,veltuzumab and 90y-epratuzumab tetraxetan,1
31226,modified cystoscopy,1
31227,conventional whole brain radiotherapy,1
31228,single tip thermoablation,1
31229,lubricant gel,1
31230,nelarabine injection 1500mg/m2,1
31231,pet/ct imaging sessions,1
31232,alt803,1
31233,l-leucyl-l-leucine methyl ester (llme),1
31234,preben,1
31235,lunicalcipol 270,1
31236,hematology/blood chemistry,1
31237,heavy water (2h2o),1
31238,"experimental 2: ""low glycämic and insulinemic"" diet (logi)",1
31239,stereotactic radiosurgery using the novalis tx,1
31240,combined oral contraceptive pill,1
31241,"smoking cessation training, support, and telephone follow-up",1
31242,serum regucalcin antibody,1
31243,heart rate variability biofeedback,1
31244,genetical analyses,1
31245,access to an oppc service,1
31246,tak-733,1
31247,etoposide-cisplatin combined chemotherapy,1
31248,open label selinexor,1
31249,eus guided echobrush sampling,1
31250,dota-toc treatment,1
31251,vinorelbine per os 60 mg/m²,1
31252,physical activity plus education,1
31253,cx-2029,1
31254,proton treatment plans,1
31255,novottf-100l device,1
31256,hepatitis c testing,1
31257,ultrasound-based cancer-specific images,1
31258,enhanced colorectal geriatric care,1
31259,delayed start enteral support @ pod5,1
31260,"relacorilant, 150mg qd",1
31261,advanced mri sequences,1
31262,"biological/vaccine: vaccine comprised of klh conjugates of gd2l, gd3l, globo h, fucosyl gm1, and n-propionylated polysialic acid plus opt-821 adjuvant",1
31263,pace with cabazitaxel (15 mg/m2),1
31264,computerized tasks,1
31265,ufox + cetuximab,1
31266,nacl 0.9 %,1
31267,mr-guided laser focal therapy,1
31268,octreotate,1
31269,body & soul nutritional intervention,1
31270,oncolytic adenovirus expressing gmcsf,1
31271,biological and pathological markers of ischemia,1
31272,modified ileal conduit,1
31273,cetuximab + nk cells,1
31274,vapotherm,1
31275,whipple at the splenic artery (watsa),1
31276,3d printed applicator,1
31277,fabrication of thermoplastic face (the orfit thermoplastic face mask system is routinely used for the treatment of brain and head),1
31278,silicone trachea-bronchial stent dumon (novatech),1
31279,blood sampling for antibody determination,1
31280,leuprolide (lucrin/lucrin-tri-depot),1
31281,gemdox,1
31282,f-choline-pet,1
31283,pentoxifylline+tocopherol + hyperbaric oxygen therapy,1
31284,watercress juice,1
31285,pcphc,1
31286,alimta plus epirubicin,1
31287,arsenic trioxide intravenous infusion,1
31288,gene panel sequencing of tumor specimens,1
31289,doxorubicine + docetaxel combined,1
31290,amatuximab (morab-009),1
31291,bibf 1120 es low dose,1
31292,t-cell antigen presenting cells expressing truncated cd19 (t-apc),1
31293,lattice extreme ablative dose radiation therapy,1
31294,sipuleucel-t (provenge),1
31295,epithelial cell adhesion molecule (epcam) ferrofluid,1
31296,topical as101,1
31297,toriplimab,1
31298,telephone interpersonal counseling,1
31299,dabrafenib 75 mg capsule,1
31300,"polyamines depleted diet, associating polydol® cans and predefined menus low in polyamines",1
31301,standard subcutaneous medication,1
31302,bard goldmarker larger size,1
31303,cyclophosphamide 400mg,1
31304,standard transrectal 12 core biopsy,1
31305,irinotecan + 5 fu + folinic acid,1
31306,via + cryosurgery,1
31307,ap 12009 10 µm,1
31308,ngf group,1
31309,androgen suppression plus radiation therapy,1
31310,visualization balloon,1
31311,black coffee,1
31312,atg/ptcy,1
31313,calcium aluminosilicate anti-diarrheal,1
31314,whole-body fdg pet-ct alone,1
31315,interruption of glivec®,1
31316,good clinical practice,1
31317,gsk3745417,1
31318,sinotecean,1
31319,radiotherapy 60gy,1
31320,age at diagnosis,1
31321,support education activity,1
31322,nlscp,1
31323,20 mg melatonin,1
31324,screening population,1
31325,peg intron,1
31326,nitrocamptothecin,1
31327,mt110,1
31328,"quadruple mixture, composed of dexamethasone, gentamicin, vitamin b12, and procaine",1
31329,patients affected by prostate cancer,1
31330,esophagogastroduodenoscopy (egd),1
31331,brain radiotherapy/stereotactic radiosurgery,1
31332,"balanced crystalloid solution (components: sodium chloride, sodium gluconate, sodium acetate, potassium chloride and magnesium chloride)",1
31333,survivor survey (2): post-visit,1
31334,pemetrexe,1
31335,calcium glucarate,1
31336,5-fu based doublet chemotherapy,1
31337,chromoendoscopy with indigo carmine,1
31338,pemetrexed and gemcitabine plus bevacizumab,1
31339,grooved pegboard test,1
31340,mle4901 40mg,1
31341,sentinel node resection followed by node examination,1
31342,"polyphenon e ointment 10%, polyphenon e ointment 15%",1
31343,dexmethylphenidate(d-mph),1
31344,echoing of the lower limbs and measuring the systolic pressure index,1
31345,gemcitabine - 21 day cycle,1
31346,nivolumab 360 mg+ paclitaxel 80 mg/m2,1
31347,primary surgical treatment,1
31348,robotic-assisted total gastrectomy,1
31349,hla-a02 restricted hig2,1
31350,som230 lar 10 mg,1
31351,biopsy material,1
31352,ra-223 in combination with enzalutamide,1
31353,clonidine lauriad® 50µg,1
31354,orthogonal polarization spectral (ops) imaging,1
31355,sunflower oil high oleic,1
31356,elderly cancer patients,1
31357,cytoreductive surgery + gastrecomy,1
31358,magprobe (tm),1
31359,sc group,1
31360,high intensity counseling + bupropion,1
31361,chemotherapy (5-fu+ddp),1
31362,18fml10,1
31363,lycopene placebo capsules,1
31364,flamazine cream,1
31365,oradoxel,1
31366,gcb,1
31367,5fluorouracile and mitomycin-c,1
31368,efficast®,1
31369,treatment group,1
31370,stereotactic ablative body radiotherapy as a boost,1
31371,dmf5 melanoma reactive til,1
31372,laparoscopic hepatectomy (surgery),1
31373,cmpe optical sensor device,1
31374,klh day 1,1
31375,cipn assessment and management algorithm,1
31376,fake biofield therapy,1
31377,tea+dex,1
31378,"er,cr:ysgg laser",1
31379,post?operative recovery registry,1
31380,placebo combined with oxaliplatin and capecitabine or placebo combined with cisplatin and 5-fu,1
31381,imiquimod 5%: manufactured by apotex,1
31382,wait and see,1
31383,laparoscopic-assisted gastrectomy(lag),1
31384,ixabepilone + lapatinib + capecitabine,1
31385,autologous hematopoietic stem cell transplantation (asct),1
31386,pembrolizumab (200 mg),1
31387,imatinib treatment discontinuing,1
31388,kgel vaccine,1
31389,ptk 787 (vatalanib),1
31390,gsk1572932a antigen-specific cancer immunotherapeutic,1
31391,protons and carbon ions,1
31392,"sagopilone (bay86-5302 , zk219477)",1
31393,pimecrolimus,1
31394,mycobacterial cell-wall dna complex,1
31395,cinnamon cap 500 mg,1
31396,moderate intensity exercise,1
31397,"bortezomib, melphalan, prednisone",1
31398,respiratory muscle performance,1
31399,breath analysis,1
31400,activities of daily living,1
31401,web-based cognitive-behavioral therapy for insomnia (cbt-i),1
31402,radiotherapy (for patients with newly diagnosed malignant glioma),1
31403,abbott realtime high risk hpv,1
31404,high radiation dose therapy,1
31405,bax69 double-route arm,1
31406,stress reduction with health education,1
31407,intensive/high-risk follow up (? ia g3),1
31408,open nsm,1
31409,radical d2 total gastrectomy,1
31410,selective internal radiation therapy to the liver using yttrium-90 glass microspheres (therasphere),1
31411,superselective ctace doxorubicin,1
31412,ks structured clinical care training,1
31413,msb0010445 (1.0 mg/kg),1
31414,sta9090,1
31415,proton or photon,1
31416,embosphere® microspheres,1
31417,3 mg/kg anti-pd-1 mab js001 q2w,1
31418,"physician's choice regimen (vinorelbine, erlotinib, gemcitabine, paclitaxel, docetaxel, pemetrexed)",1
31419,64cu-dota-u3-1287,1
31420,mk-1966,1
31421,true biofield therapy,1
31422,electronic decision aid tool,1
31423,peri-areolar incision,1
31424,post-stem cell infusion cyclophosphamide,1
31425,risk model of tumor relapse,1
31426,skin staples;,1
31427,sentinel basin dissection,1
31428,paclitaxel or docetaxel and carboplatin or cisplatin,1
31429,cheek cell sample or blood sample (4ml),1
31430,mk-3475 (phase ii),1
31431,telcyta,1
31432,aminolevulinic acid %20 topical solution,1
31433,transarterial chemoembolisation,1
31434,gsk biologicals' 2241658a antigen-specific cancer immunotherapeutic (asci),1
31435,navifus system,1
31436,conventional monopolar electrocautery,1
31437,nci arm,1
31438,"escalation cohort: regorafenib (stivarga, bay73-4506) 20 mg",1
31439,individual elape,1
31440,intra-operative radiation to tumor bed,1
31441,anti-thyroglobulin mtcr-transduced autologous peripheral blood lymphocytes,1
31442,complier device,1
31443,patient ambassador support,1
31444,daratumumab (part 2),1
31445,placebo buccal tablet,1
31446,hemi-thyroidectomy - clnd,1
31447,molecular profiling of tumors,1
31448,68ganota-anti-her2 vhh1,1
31449,second transplantation,1
31450,the medial-to-lateral approach,1
31451,enantone,1
31452,t-allo10,1
31453,placebo for aspirin,1
31454,radiotherapy for cnfa,1
31455,nivolumab: cohort 2,1
31456,[f-18]rgd-k5,1
31457,injections of om-174,1
31458,cd45ra-depleted hpc transplant,1
31459,pixantrone iv infusion,1
31460,patient questionaires,1
31461,genomic imprinting testing,1
31462,zero ischemia robot-assisted laparoscopic partial nephrectomy,1
31463,western diet,1
31464,open right hemicolectomy plus eras,1
31465,bilateral metal stent insertion,1
31466,alemtuzumab (campath 1h) associated to g-csf,1
31467,nutritional consultation and exercise program,1
31468,oxaliplatin or irinotecan,1
31469,placebo (melatonin),1
31470,broccoli sprout extract beverage,1
31471,very low carbohydrate diet,1
31472,intratympanic application of gentamicin,1
31473,validate assays and shipping methods,1
31474,ensure surgical,1
31475,consultations,1
31476,ablative fractional carbon dioxide (co2) laser,1
31477,enzalutamide and dutasteride,1
31478,intensity modulated radiotherapy (imrt) for breast cancer,1
31479,conventional perioperative treatment,1
31480,mammography with community health worker (group),1
31481,hand-sewn coloanal anastomosis,1
31482,tace and apatinib,1
31483,platinum (cisplatin or oxaliplatin) + fluorouracil (5-fu),1
31484,isocapnic hyperventilation,1
31485,braf,1
31486,shrna,1
31487,plasti-med triflo,1
31488,perflutren lipid,1
31489,bms-986158,1
31490,the transdermal therapeutic system-fentanyl (tts-f),1
31491,clomiphen citrate plus hmg,1
31492,placebo of modafinil,1
31493,ir methylphenidate,1
31494,innohep®,1
31495,local anesthesia of trnasperineal prostate biopsy,1
31496,pre-operative conformal radiotherapy,1
31497,nivolumab + plinabulin,1
31498,validate system,1
31499,zk 219477,1
31500,aflibercept injection,1
31501,131i-3f8,1
31502,lycopene supplement,1
31503,3000 mg of jbm-tc4 per day,1
31504,patient-centered communication of life expectancy,1
31505,transoral robot-assisted tumor resection using the da vinci robot,1
31506,gelatin capsule containing cellulose and magnesium stearate,1
31507,gemcitabine - nabpaclitaxel,1
31508,cdc health pamphlets,1
31509,peptide loaded dendritic cell vaccine,1
31510,arm b vinorelbine (navelbine oral) capecitabine (xeloda),1
31511,iodine i -01 tositumomab (bexxar),1
31512,ballon implantation,1
31513,educational intervention mailed,1
31514,topotecan and pegylated doxorubicin,1
31515,unenhanced monitoring,1
31516,the rectal anastomosis will be reinforced with hemopatch.,1
31517,tru-016 (anti-cd37 protein therapeutic),1
31518,cetuximab-containing chemotherapy,1
31519,mri and mrsi,1
31520,radiaplexrx gel,1
31521,periodontal pocket samples,1
31522,"irinotecan, 5fu, leucovorin",1
31523,"floseal, surgicel, surgiflo, arista",1
31524,at home screening procedure every 3 months,1
31525,ct three-dimensional reconstruction,1
31526,focus program,1
31527,sait301,1
31528,dietary supplements,1
31529,regorafenib (bay73- 4506),1
31530,"moviprep, 2-day split-dosing",1
31531,higher dose icotinib,1
31532,dietary/physical activity intervention,1
31533,liquid nitrogen cryotherapy,1
31534,aminosyn ii,1
31535,tace therapy,1
31536,lsz102,1
31537,fludarabine and rituximab,1
31538,placebo for bevacizumab 5 mg/kg,1
31539,ask120067,1
31540,tmvp1-icg,1
31541,camrelizumab,1
31542,ro5212054,1
31543,fast-track recovery strategy,1
31544,mbp-426/leucovorin/5-fu,1
31545,daunorubicin liposomal or daunorubicin or idarubicin,1
31546,epidemiological study according to clinical practice,1
31547,problem solving,1
31548,"test for circulating tumor cells, dna alterations",1
31549,pegylated liposomal doxorubicin (pld/doxil®/caelyx®),1
31550,cirt arm,1
31551,placebo pf00299804,1
31552,placebo (for selinexor),1
31553,"cyclophosphamide, doxorubicin, vincristine, and prednisone (chop)",1
31554,pancreatic cyst fluid glucose analysis using a bedside glucometer,1
31555,standard technique eus-fna,1
31556,megestrol acetate 40 mg/day,1
31557,ofdi capsule marking,1
31558,p03277 half dose,1
31559,tetanus day 1,1
31560,small volume radiation,1
31561,cord blood infusions,1
31562,magnesiun,1
31563,lmp400,1
31564,erlotinib plus bevacizumab,1
31565,ipi-926 plus gemcitabine,1
31566,mri perfusion and pet/ct scans,1
31567,22-g procore needle,1
31568,placebo b,1
31569,nbi/bli +/- chromoendoscopy (nbibli +/- ce),1
31570,18f-choline pet/ct,1
31571,electrodesiccation,1
31572,allogeneic peripheral blood stem cells (allo-pbsc) transplantation,1
31573,olaparib treatment b,1
31574,elad (extracorporeal liver assist system),1
31575,thalidomide/dexamethasone vs melphalan/prednisone,1
31576,cohort 1 neo-adjuvant,1
31577,rapid ventricular pacing,1
31578,"irinotecan,5fu, leucovorin",1
31579,chemoembolization and response-dependent resection,1
31580,obinutuzumab (ro5072759),1
31581,r-etodolac + chlorambucil,1
31582,optimised magnetic resonance image-guided intra-uterine brachytherapy,1
31583,dexmedetomidine injection [precedex],1
31584,holmium-166 (poly l lactic acid) microspheres,1
31585,em tracking,1
31586,"intraoperative ultrasound (sonowand, mison)",1
31587,cucumber cream,1
31588,mirasol platelets (mir plts),1
31589,docetaxel/gemcitabine,1
31590,standard post op pain control,1
31591,arm a cyclophosphamide,1
31592,ixazomib 2.5 mg,1
31593,bascom cleft lift procedure,1
31594,biwa 4,1
31595,endoscopic biopsies,1
31596,chamomila recutita infuse,1
31597,etoposide capsule plus methotrexate tablet,1
31598,sutent®/sunitinib,1
31599,luminal type-2,1
31600,nilotinib 400 mg bid,1
31601,homeopathic medicine,1
31602,the placebo,1
31603,ertafolide,1
31604,eus with fine-needle aspiration of pancreatic cyst,1
31605,"gefitinib, hydroxychloroquine",1
31606,navigational template,1
31607,panc 10.05 pcdna-1/gm-neo and panc 6.03 pcdna-1/gm-neo vaccine,1
31608,dasatinib and blinatumomab,1
31609,"quadrivalent human papillomavirus (types 6, 11, 16, 18) recombinant vaccine (gardasil™)",1
31610,personalized neoantigen dna vaccine,1
31611,chemotherapy or radiation therapy,1
31612,stereotactic linear accelerator,1
31613,inspiratory muscle training-rehabilitation,1
31614,contrast enhanced breast mri,1
31615,delayed gardening intervention,1
31616,5ht3,1
31617,low frequency sound waves,1
31618,50.4 gy,1
31619,person-centred communication,1
31620,"cycolophosphamide, vacristine, and pednisone (cvp) x6 cycles followed by tositumomab and iodine i 131 tositumomab.",1
31621,plasmablade 3.0s,1
31622,obturator block,1
31623,ags-003-lng,1
31624,segmental examination twice of the proximal colon,1
31625,leuprolide acetate fluidcrystal® injection depot,1
31626,cofactor,1
31627,erythropoietin alpha,1
31628,trastuzumab+docetaxel+npld+bevacizumab,1
31629,head and neck patients,1
31630,mb07133 2400 mg/m2/day,1
31631,dfp-10917,1
31632,faecal tagging,1
31633,sbrt + adt,1
31634,lidocaine gel only,1
31635,endomaxx endoluminal valve technology (evt),1
31636,written educational material,1
31637,nutrition physical activity text message,1
31638,torisel dose 75 mg and r-chop,1
31639,alexandrite laser,1
31640,hifu hemi-ablation combined with adt.,1
31641,laser-assisted icg dye angiography (spy system),1
31642,horne-ostberg morningness-eveningness questionnaire,1
31643,pyroxamide,1
31644,placebo liraglutide pen injector,1
31645,healthy controls,1
31646,placebo plus gemcitabine,1
31647,biosimilar infliximab,1
31648,tariquidar + paclitaxel/carboplatin,1
31649,ct/mri,1
31650,"gemcitabine, and s-1",1
31651,n-methyl-pyrrolidone,1
31652,combined decongestive therapy,1
31653,tailored group intervention (prepare),1
31654,transversus abdominal plane block with ropivacaine,1
31655,pemetrexed/oxaliplatin,1
31656,concomitant cisplatin,1
31657,vistusertib (azd2014),1
31658,nexrutine,1
31659,anlotinib 12mg + ap/pc,1
31660,folfirinox or gemcitabine based chemotherapy,1
31661,caprelsa (vandetanib),1
31662,toremifine,1
31663,urine pregnancy test,1
31664,"lhrh agonist (leuprorelinacetat, goserelinacetat, buserelinacetat, triptorelinacetat)",1
31665,audio recorded focus group,1
31666,placebo and axitinib,1
31667,hemi gland focal ldr brachytherapy,1
31668,pembrolizumab + placebo,1
31669,laparoscopic radical cystectomy with open urinary diversion,1
31670,sgn-cd123a,1
31671,gardasil® hpv vaccine,1
31672,"methotrexate, 6-mercaptopurine",1
31673,dftrd,1
31674,avx 470,1
31675,colonic resection,1
31676,fda-approved hpv dna test,1
31677,r-chop14 induction regimen,1
31678,[18f]-flt-pet/ct scans,1
31679,part 1; cohort 2,1
31680,blood draw for research purposes,1
31681,"usual care american society of plastic surgeons booklet ""breast reconstruction""",1
31682,zsp1603 50 mg,1
31683,120 mg ly2784544,1
31684,jtx-2011,1
31685,orlistat/meal replacement/lifestyle modification,1
31686,intensity modulated radiotherapy (imrt) - deintensified,1
31687,serum and plasma samples,1
31688,matched placebo in combination with pemetrexed,1
31689,olimel peri 2.5% ®,1
31690,rft5-smpt-dga,1
31691,egfr tyrosine kinase inhibitor,1
31692,cdx1307,1
31693,epo,1
31694,osteopathy + conventional analgesic treatments,1
31695,mobile app for follow-up care,1
31696,polyethylene glycols,1
31697,proleukin and dacarbazine,1
31698,meltenyi clinimacs,1
31699,parp-1,1
31700,hsp-130,1
31701,amg 531 (romiplostim),1
31702,nov140101 (idx1197hcl),1
31703,nonlinear microscopy imaging of excised surgical margins,1
31704,long limb roux-en y reconstruction,1
31705,lyophilized black raspberry lozenge,1
31706,iodine-125 seed strand implantation,1
31707,hepatic artery catheter,1
31708,core stability,1
31709,e7016,1
31710,mpeg-r-crisantaspase,1
31711,intensity modulated radiation therapy in both arms,1
31712,mirena (lng-ius),1
31713,paravertebral block (pvb),1
31714,semen collection and analysis,1
31715,darinaparson,1
31716,quality initiative in rectal cancer (qirc) strategy,1
31717,tivantinib (arq 197),1
31718,anastomotic reinforcing sutures,1
31719,implementation intentions-based telephone counseling,1
31720,new course of treatment,1
31721,cancer screening and health education,1
31722,"bicalutamide, cp-675,206",1
31723,t2* imaging,1
31724,subtotal surgical removal plus ablative radiation dose,1
31725,intubated thoracoscopic lobectomy,1
31726,dose de escalation,1
31727,pegylated lipoxomal doxorubicin (pld),1
31728,tirapazamine (sr259075),1
31729,bay1187982,1
31730,working to optimize wellness in tees with pcos (wow),1
31731,oral tpx-0005,1
31732,"epirubicin, capecitabine, cisplatin",1
31733,pet-mr imaging on biograph mmr scanner,1
31734,cpi-444 + atezolizumab,1
31735,gm-csf vaccine,1
31736,tivozanib + temsirolimus,1
31737,individualized chemotherapy,1
31738,brca testing and questionnaire assessments,1
31739,trans-quadrant channel surgery,1
31740,biorepository,1
31741,glibenclamide,1
31742,tumor growth factor concentration,1
31743,"cd 74, vegf detection",1
31744,fecal immunological test (fit),1
31745,tatme with cs-compact (gelpoint pathway),1
31746,"sagopilone 16 mg/m^2 i.v. and placebo 1000 mg tid, hrpc only: prednisone or prednisolone 5 mg bid",1
31747,eye exam,1
31748,tumor specific peptides: mage-3.a1 and / or na17.a2,1
31749,peptide vaccine (pr1 peptide),1
31750,probenecid,1
31751,research blood for germline dna,1
31752,chr-2845,1
31753,brain mri study and a brief neuropsychological evaluation,1
31754,"oxaliplatin, gemcitabine, cisplatin, lipiodol",1
31755,hgs1036 + paclitaxel + carboplatin,1
31756,"using device for scoring pain scale, named ""anapa®""",1
31757,submandibular gland transfer,1
31758,bel-x-hg,1
31759,promets probiotics powder,1
31760,mr-hifu,1
31761,sildenafil citrate (viagra),1
31762,bgb-a317 and paclitaxel plus cisplatin (or carboplatin),1
31763,pf-03732010,1
31764,staff training and patient reminders,1
31765,three dimensional conformal radiation therapy (3d-crt),1
31766,lerisetron,1
31767,pazopanib (gw786034) 800 mg,1
31768,upright mri,1
31769,sphygmocor,1
31770,tissue registry study,1
31771,liquid (blood) biopsies and tumor biopsy (optional),1
31772,cinobufacin injection,1
31773,intramuscular vaccination,1
31774,dahuang gantsao tang,1
31775,f-miso,1
31776,patients with metastatic melanoma,1
31777,episodic recent thinking,1
31778,part 2a tpst-1120 + nivolumab,1
31779,acupuncture(hwato®),1
31780,lc-ctls,1
31781,imatinib ending,1
31782,tx-plore,1
31783,m032 (nsc 733972),1
31784,erlotinib & celecoxib,1
31785,surgical resection of melanoma metastases,1
31786,placebo treatment (0.9% nacl),1
31787,engagement in physical activity,1
31788,capox,1
31789,avova-1,1
31790,vitamin d2 (ergocalciferol),1
31791,laugh yoga,1
31792,propofol 2.0 mg/kg + remifentanil 1.5 ug/kg,1
31793,thiazolidinediones,1
31794,pazopanib plus paclitaxel,1
31795,bnct(boron neutron capture therapy),1
31796,pafa,1
31797,citsav survey,1
31798,genetic sequencing,1
31799,prompt-sheet,1
31800,moderate hypo-fractionation,1
31801,proton arm 1: standard proton therapy,1
31802,alk analysis on ctcs detected by iset,1
31803,intrathecal ketamine,1
31804,tretinoin 0.1% cream or placebo,1
31805,cryoballoon focal ablation,1
31806,advice to use condoms,1
31807,atezolizumab - cohort 4,1
31808,ibritumomab tiuxetan + maintenance,1
31809,4d conformal image-guided partial breast rt,1
31810,1rg-cart/m^2 (dose level 3),1
31811,education and exercise intervention,1
31812,myoinositol,1
31813,gem-tax,1
31814,irinotecan 125mg,1
31815,isovue-m 200,1
31816,placebo + lapatinib + capecitabine,1
31817,hand grip test,1
31818,haematopoietic stem cell infusion,1
31819,halo90 ablation catheter,1
31820,stereotactic radiation (srs),1
31821,"3, 4-diaminopyridine",1
31822,sln mapping and removal of pet-positive lymph nodes,1
31823,atezolizumab & bevacizumab,1
31824,yoga and stretching group,1
31825,co2 insufflation first,1
31826,selumetinib (oral),1
31827,ovarian cancer peptide vaccine,1
31828,ema-approved ati based targeted therapy,1
31829,behavioral: resiliency intervention,1
31830,single-agent gemcitabine (gemzar) regimen plus disulfiram/copper gluconate,1
31831,blood concentration check,1
31832,gs-9219,1
31833,paclitaxel plus ptk787,1
31834,star™ tumor ablation system and stabilit® vertebral augmentation system,1
31835,electronic questionnaires,1
31836,rna extraction and amplification from biopsy specimens,1
31837,retcam,1
31838,188re-pti-6d2,1
31839,melitac 12.1 peptide vaccine,1
31840,pf-114,1
31841,diverting loop ileostomy with rod,1
31842,tti-622 monotherapy,1
31843,enhanced treatment-as-usual (tau),1
31844,"single-arm, non-randomized biodynamic imaging (bdi)",1
31845,demographic and background questions,1
31846,demographic form and semi-structured interview guide,1
31847,exercise sessions,1
31848,side-to-end coloanal anastomosis,1
31849,fluobeam,1
31850,laparoscopic ovarian cystectomy using bipolar,1
31851,complete axillary dissection (alnd),1
31852,lapatinib in combination with an anti-cancer agent,1
31853,folfoxiri+cetuximab+surgery+cetuximab,1
31854,web-based information and support,1
31855,conventional radiograph based brachytherapy,1
31856,rad-ifn,1
31857,"docetaxel, doxorubicin",1
31858,scto2,1
31859,team based care,1
31860,xenograft developed drug therapy,1
31861,neoadjuvant docetaxel/cisplatin/fluorouracil,1
31862,provider referral,1
31863,sequential icotinib plus chemotherapy,1
31864,hll1-dox (the doxorubicin conjugate of milatuzumab),1
31865,ultrasound guided surgery.,1
31866,standard care control condition,1
31867,everolimis,1
31868,"cp-675,206 and gemcitabine",1
31869,placebo and erlotinib,1
31870,intravenous artesunate,1
31871,colonic resection with d3 lymph node dissection,1
31872,multiwavelength and coherence confocal reflectance microscopy (vivascope 1500m multiwavelength),1
31873,problem solving skills training,1
31874,nalbuphine,1
31875,a single 2 ml heparinised peripheral blood sample,1
31876,the-optimal-lymph-flow,1
31877,cat scan,1
31878,zopiclone,1
31879,hormone and radiation therapy,1
31880,eus of pancreatic cyst lesion,1
31881,non targeted quadrantic biopsies,1
31882,immunogenic profile,1
31883,trident specimen radiography system,1
31884,etoolbox,1
31885,whole body pet-ct,1
31886,elacytarabine plus idarubicin,1
31887,reveal linq,1
31888,mep monitoring with continuous infusion of cisatracurium during general anesthesia,1
31889,m4n,1
31890,aerobic exercises,1
31891,hydralazine and valproic acid: cohort 5,1
31892,ck2 and atm inhibitors serine/ threonin kinase combination,1
31893,saline mixture,1
31894,gx-188e administered by electroporation,1
31895,multimodal liver function assessment,1
31896,perioperative folfiri-bevacizumab,1
31897,single-arch laparoscopic and endoscopic cooperative surgery,1
31898,there is no study-specific intervention,1
31899,"complete blood picture ,serum urea and creatinine,liver function test,t3,t4,thyroid stimulating hormone,thyroglobuline and thyroglobuline anti body specific test real time polymerase chain reaction",1
31900,reversal of defunctioning stoma,1
31901,the chemotherapeutic drug chosen by the investigator.,1
31902,engerix-b™,1
31903,arm 1: cytokine-induced killer cell + cisplatin + paclitaxel,1
31904,gwn323,1
31905,ec followed by cc,1
31906,"doxorubicin, cisplatin",1
31907,laparoscopic myomectomy. following analysis and proliferation of cells isolated from removed human leiomyoma.,1
31908,"bevacizumab, capecitabine",1
31909,tamoxifen stim in luteal phase,1
31910,infusion of opioid growth factor,1
31911,right hepatic vein embolization,1
31912,cellectra™ 5psp,1
31913,dcfpyl-pet/mri or -pt/ct,1
31914,ac5 topical hemostatic device,1
31915,simulation teaching session,1
31916,injection of pet tracer 68ga-nota-ae105,1
31917,fluorescence bronchoscopy with airway biopsy,1
31918,perflutren protein-type a microspheres injectable suspension,1
31919,5% bupivacaine,1
31920,dermatologic complications management,1
31921,glioma-associated antigen peptide-pulsed autologous dendritic cell vaccine,1
31922,"manual therapy, kinesiotherapy",1
31923,"fludarabine, cyclophosphamide",1
31924,multilevel training intervention (control group with crossover),1
31925,video-assisted thoracoscopic lobectomy with powered vascular stapler,1
31926,exercise + diet counseling + psycho-emotional support,1
31927,cobas® pcr female swab self-sampling,1
31928,partner-assisted emotional disclosure,1
31929,caiman® device,1
31930,questionnaire and semi-structured interviews,1
31931,"vincristine, actinomycin-d, ifosfamide",1
31932,ridaforolimus (mk8669),1
31933,gemcitabine/oxaliplatin with erlotinib (tarceva),1
31934,s-1 plus gefitinib,1
31935,confocal group,1
31936,framed gain text reminder,1
31937,hyperthermic isolated limb perfusion,1
31938,cancer pain management,1
31939,hypofractionated whole breast irradiation with simultaneously integrated boost,1
31940,ef-1 peptide,1
31941,tsr-033,1
31942,exenatide once weekly (eqw ),1
31943,cisplatin+capecitabine,1
31944,colonoscopy (conventional colonoscope),1
31945,mep,1
31946,prednisone (or prednisolone),1
31947,tiotropium,1
31948,triptorelin embonate 22.5 mg,1
31949,annual abbreviated liver mri,1
31950,akti-treated til,1
31951,reference platelets (ref plts),1
31952,mindfulness for health,1
31953,5-ala photodynamic therapy,1
31954,zd6474 (vandetanib at the dose of 300 mg),1
31955,ct-simulation and 4d pet-ct,1
31956,tace plus rt,1
31957,external beam radiotherapy (78 gy in 39 fractions or 46 gy in 23 fractions plus brachytherapy boost),1
31958,video-assisted thoracic surgery,1
31959,purple grape juice,1
